번호,도로명우편번호,도로명전체주소,인허가일자,영업상태명,폐업일자,사업장명,좌표번호 x,좌표번호y
3016,18411,경기도 화성시 경기대로 1024 (병점동),2003-12-04,폐업,2007-07-30,가람동물병원,37.20721081,127.0331849
3017,,,2003-01-08,폐업,2006-04-28,EDC동물병원,37.21707272,126.9720247
3018,18312,"경기도 화성시 봉담읍 삼천병마로 1311, 103호",2004-01-09,폐업,2006-01-13,서수원 동물병원,37.22219213,126.9481785
3019,18261,경기도 화성시 남양읍 남양시장로 38-4 (무지개아파트),2001-07-23,폐업,2023-09-21,국제동물병원,37.20854503,126.8104607
3020,,,2001-10-08,폐업,2010-04-23,세브란스동물병원,,
3021,,,2003-01-27,폐업,2005-03-15,예현동물병원,37.14329745,126.9158432
3022,,,1988-11-22,폐업,2013-02-28,백마동물병원,37.18226243,126.9883723
3023,,,2010-07-21,폐업,2016-12-30,에이스동물병원,37.19996859,127.0695828
3024,15010,"경기도 시흥시 서울대학로278번길 19-13, 114~115호 (정왕동, 시흥배곧 C1블럭 호반 써밋플레이스 아파트)",2002-04-17,폐업,,튼튼동물병원,37.37073841,126.7244531
3025,,경기도 시흥시 정왕대로 78 (정왕동),2002-05-24,폐업,2018-10-26,우리들종합동물병원,37.35327345,126.7221279
3026,,"경기도 시흥시 장현능곡로 178, 109호 (능곡동,능곡타운)",2010-10-27,폐업,2012-11-15,김현수동물병원,37.36957992,126.8070473
3027,14910,"경기도 시흥시 수인로 3376-1, 1층 (신천동)",2010-12-27,폐업,2015-03-31,펫츠나라동물병원,37.44128216,126.7809944
3028,15020,"경기도 시흥시 함송로 15, 1층 104,105호 (정왕동, 화신프라자)",2016-03-15,폐업,2018-08-29,배곧 코코동물병원,37.36404504,126.7273789
3029,14984,경기도 시흥시 동서로 1064 (조남동),2016-09-01,폐업,2016-11-30,목감동물병원,37.38388585,126.8570422
3030,18455,"경기도 화성시 동탄문화센터로 65, 134호 (반송동)",2008-06-24,폐업,2010-07-20,에이스동물병원,37.19996859,127.0695828
3031,,경기도 안산시 상록구 샘골로 150 (본오동),2007-07-06,폐업,2014-04-28,다사랑동물병원,37.29720873,126.8605158
3032,,경기도 안산시 상록구 석호로 262-1 (본오동),2007-08-03,폐업,2008-10-02,해피동물병원,37.29346686,126.8567606
3033,,"경기도 시흥시 대은로 81 (대야동,모비딕빌딩102호)",2003-07-18,폐업,2003-10-16,개팔자상팔자 우리동물병원,37.44469384,126.7944014
3034,,"경기도 시흥시 정왕대로 174 (정왕동,광개토1빌팅 109호)",2004-02-02,폐업,2005-11-18,수림동물병원,37.34805303,126.7305712
3035,,경기도 시흥시 정왕천로411번길 12 (정왕동),2004-02-20,폐업,2007-05-02,정왕동물병원,37.34494644,126.7481988
3036,,,2004-03-26,폐업,2009-05-04,닥터K동물병원,37.37980932,126.7825033
3037,,경기도 시흥시 은행로 172 (대야동),2004-04-23,폐업,2004-04-29,메디펫동물병원,37.44616644,126.7954677
3038,,경기도 시흥시 은행로 172 (대야동),2004-05-01,폐업,2005-08-23,메디펫동물병원,37.44616644,126.7954677
3039,,경기도 시흥시 월곶중앙로 71 (월곶동),2004-09-07,폐업,2009-04-14,올펫동물병원,37.38896089,126.7344156
3040,,경기도 시흥시 대야로 4 (대야동),2004-12-15,폐업,2005-06-27,애견종합동물병원,37.44384963,126.7859474
3041,,"경기도 시흥시 군서마을로 18-2 (정왕동,(1층))",2005-02-03,폐업,2012-04-23,V1동물병원,37.34427546,126.7465887
3042,18382,경기도 화성시 삼성1로 333 (반월동),2004-08-27,폐업,2007-02-27,쿨펫동물병원,37.23038903,127.063586
3043,,"경기도 시흥시 정왕천로 395 (정왕동,(1층))",2007-06-13,폐업,2009-10-16,정왕동물병원,37.34338086,126.7480346
3044,,,2004-11-01,폐업,2005-11-09,베스트동물병원,,
3045,,"경기도 시흥시 장현능곡로 178, 109호 (능곡동,능곡타운)",2010-08-04,폐업,2010-10-27,엘리스동물병원,37.36957992,126.8070473
3046,,,1993-07-23,폐업,2005-04-26,안산동물병원,,
3047,,,2005-05-10,폐업,2005-06-24,프란다스의 개,,
3048,,,2005-06-30,폐업,2006-04-17,프란다스의 개,,
3049,,,2005-08-26,폐업,2006-09-28,가나동물병원,,
3050,15382,"경기도 안산시 단원구 화랑로 103, C동 201호 (원곡동, 반월종합상가)",2006-03-27,폐업,2021-02-28,조이동물병원,37.32720001,126.7981362
3051,15204,경기도 안산시 상록구 장하로 331 (수암동),1995-01-16,폐업,2021-12-29,서울동물병원,37.36214853,126.8720274
3052,,,1995-03-09,폐업,2009-04-20,제일동물병원,,
3053,13313,"경기도 성남시 수정구 성남대로 1215, 지하층 B01호 (수진동, 밀란체1)",2013-05-22,폐업,2014-02-06,이동훈동물병원,37.43813322,127.1245531
3054,13525,"경기도 성남시 분당구 대왕판교로606번길 58, 지하1층 (삼평동, 판교푸르지오월드마크)",2013-07-05,폐업,2014-12-31,펫가든동물병원(판교점),37.39552177,127.110759
3055,13394,경기도 성남시 중원구 희망로 375 (상대원동),2013-08-06,폐업,2023-04-27,정동물병원,37.43935661,127.1558466
3056,13327,경기도 성남시 수정구 수정로 110 (수진동),2014-01-03,폐업,2017-01-13,24시UD동물병원,37.44093322,127.1297422
3057,13201,경기도 성남시 중원구 갈마치로 322 (상대원동),2014-07-08,폐업,2016-07-10,다온동물병원,37.44289406,127.1686799
3058,,"경기도 안산시 상록구 석호로 314, 102호 (본오동)",2006-04-19,폐업,2018-09-28,프란다스의 개 동물병원,37.29327517,126.8625213
3059,15512,"경기도 안산시 상록구 충장로 292-1, 101호 (이동)",2013-03-06,폐업,2020-08-12,동물병원 아인,37.30715233,126.8543187
3060,15533,"경기도 안산시 상록구 용신로 403, 102호 (본오동)",2013-06-19,폐업,2013-12-23,위브동물병원,37.30182197,126.8642318
3061,15578,"경기도 안산시 상록구 용신로 168, 2층 (사동)",2013-07-31,폐업,2017-06-08,일프로애견동물병원,37.30326515,126.8380562
3062,,,2007-08-24,폐업,2009-03-23,펫플러스 동물병원,,
3063,,,2007-09-13,폐업,2010-09-20,프로동물병원,,
3064,,"경기도 성남시 분당구 중앙공원로31번길 42, 142호 (서현동,서현파크프라자)",2007-12-21,폐업,2009-11-09,서현동물병원,37.38309042,127.1225984
3065,,경기도 성남시 중원구 희망로 326 (상대원동),2008-01-11,폐업,2011-02-22,상대원동물병원,37.43490686,127.1555678
3066,,경기도 성남시 분당구 야탑로111번길 5-1 (야탑동),2008-04-03,폐업,2010-02-10,해피챠피 동물병원,37.41001881,127.1280717
3067,,경기도 성남시 중원구 산성대로 322-2 (중앙동),2008-04-03,폐업,2009-06-29,우리들,37.44214737,127.1490715
3068,,"경기도 안산시 상록구 충장로 432 (성포동,2층)",2004-06-25,폐업,2006-08-28,도그플러스,37.31719877,126.8471806
3069,,,2004-08-20,폐업,2005-01-21,프란다스의개 동물병원,,
3070,,,2004-08-20,폐업,2004-10-19,늘푸른동물병원,,
3071,,,1998-12-16,폐업,2007-05-29,중앙동물병원,,
3072,,,2001-02-24,폐업,2003-11-21,가람동물병원,,
3073,,,2004-09-03,폐업,2005-08-09,태평동물병원,,
3074,13555,"경기도 성남시 분당구 정자일로 230, 115호 (정자동, 동양파라곤 상가3단지)",2004-11-04,폐업,2015-11-26,동물사랑동물병원,37.37056322,127.1036054
3075,13642,"경기도 성남시 수정구 위례순환로4길 36, 101호 (창곡동)",2016-08-31,폐업,2020-07-30,에버펫동물병원,37.46969906,127.1460171
3076,15359,"경기도 안산시 단원구 고잔2길 16, 101호 (고잔동, 에메랄드빌딩)",2014-12-30,폐업,2017-05-30,24시도그앤캣동물의료센터,37.31763817,126.8299836
3077,13558,경기도 성남시 분당구 성남대로331번길 3-13 (정자동),2004-03-17,폐업,2019-05-08,이솝동물병원,37.36437822,127.1047949
3078,,"경기도 성남시 분당구 내정로165번길 38, 601동 104호 (수내동,청구상가)",2004-06-03,폐업,2005-12-21,수내동물병원,37.37632359,127.1138129
3079,,,2004-06-03,폐업,2005-08-25,푸른동물병원,,
3080,13599,"경기도 성남시 분당구 내정로166번길 7-3, 서기빌딩 101호 (수내동)",2004-07-07,폐업,2019-12-02,마루한 동물병원,37.37336616,127.1171441
3081,13365,경기도 성남시 중원구 성남대로1130번길 3 (성남동),1988-07-08,폐업,2012-08-14,모란동물병원,37.43073062,127.1269563
3082,,경기도 성남시 수정구 시민로 159 (신흥동),1991-06-11,폐업,2012-08-14,초이동물병원,37.44232548,127.1401607
3083,,경기도 성남시 중원구 산성대로504번길 1 (은행동),1995-02-21,폐업,2018-05-07,25시 동물병원,37.45603804,127.1600669
3084,,,2003-04-02,폐업,2003-06-24,스누피동물병원,,
3085,,"경기도 안산시 단원구 광덕대로 168 (고잔동,신화타운 1층 103호)",2003-01-04,폐업,2006-06-02,열린동물병원,37.31127099,126.8279377
3086,,,2003-02-08,폐업,2005-03-04,현진동물병원,,
3087,,,2003-04-07,폐업,2008-02-20,애견마을동물병원,,
3088,,"경기도 안산시 상록구 본오로 81-1 (본오동,1층)",2003-04-09,폐업,2014-08-08,얼큰동물병원,37.29237034,126.8633183
3089,,경기도 성남시 분당구 불정로420번길 12 (서현동),2003-05-13,폐업,2004-06-01,패미페츠동물의료원,37.3757587,127.1379563
3090,,경기도 성남시 중원구 산성대로 346 (중앙동),2003-06-13,폐업,2004-01-05,패미페츠동물병원(성남점),37.44360329,127.1520934
3091,,"경기도 성남시 분당구 성남대로172번길 12 (금곡동,현대아리온상가)",2003-06-13,폐업,2004-05-06,애니플동물병원,37.3509874,127.1075458
3092,15294,"경기도 안산시 상록구 충장로 432-0, 3층 (성포동)",2006-08-29,폐업,2021-08-31,도그플러스,37.31719877,126.8471806
3093,,"경기도 안산시 단원구 중앙대로 899, 112호 (고잔동,롯데프라자)",2006-10-04,폐업,2008-11-13,가나양한방동물병원,37.31745485,126.8335344
3094,15253,"경기도 안산시 단원구 선부로 244, 103호 (와동)",2016-05-02,폐업,2021-09-01,허브 동물병원,37.34123477,126.8192926
3095,,"경기도 안산시 단원구 광덕대로 175 (고잔동,홈에버 3층)",2007-01-26,폐업,2011-01-31,쿨펫동물병원,37.31191671,126.8260521
3096,,"경기도 성남시 분당구 성남대로 165, 118호 (금곡동,천사의도시)",2004-07-28,폐업,2017-11-07,에버펫,37.35075308,127.1053999
3097,13597,"경기도 성남시 분당구 내정로165번길 50, 209호 (수내동, 크리스탈빌딩)",2005-05-27,폐업,2020-08-28,양지동물병원,37.37714969,127.1125912
3098,,경기도 성남시 중원구 시민로 117 (성남동),2005-07-22,폐업,2006-05-04,건국종합동물병원,37.43873827,127.1420986
3099,,경기도 성남시 수정구 탄리로 94 (태평동),2005-08-11,폐업,2006-02-09,태평동물병원,37.44424627,127.1324475
3100,,,2005-08-29,폐업,2005-11-09,푸른동물병원,,
3101,,,2005-10-13,폐업,2006-09-05,펫플러스동물병원,,
3102,,경기도 성남시 분당구 새마을로51번길 12 (서현동),2005-12-23,폐업,2007-12-17,서현종합동물병원,37.3837865,127.134739
3103,,경기도 성남시 수정구 탄리로 94 (태평동),2006-01-02,폐업,2006-08-11,24시 태평동물병원,37.44424627,127.1324475
3104,,,2006-02-13,폐업,2007-01-16,태평역동물병원,,
3105,13180,경기도 성남시 중원구 희망로 442 (금광동),2006-03-03,폐업,2023-07-31,서울동물병원,37.44441538,127.1549041
3106,13618,"경기도 성남시 분당구 미금로 251, 112,201,202,203호 (금곡동, 성원상가)",2017-04-28,폐업,2018-11-16,동물병원루니,37.35244072,127.1072437
3107,13559,"경기도 성남시 분당구 성남대로 275, 101호 (정자동, 삼성아데나팰리스아파트)",2017-05-18,폐업,2018-12-19,분당엘동물메디컬센터,37.36086167,127.1046503
3108,13642,"경기도 성남시 수정구 위례동로 153, 에이플타워 205호 (창곡동)",2017-06-05,폐업,2020-01-31,365동물병원 위례점,37.47349791,127.147087
3109,15540,"경기도 안산시 상록구 반석로 8, 3층 (본오동, 롯데마트)",2017-06-15,폐업,2018-07-03,쿨펫동물병원 상록점,37.29520735,126.8580064
3110,15563,"경기도 안산시 상록구 선암로 43, 2층 (본오동)",2018-05-18,폐업,2019-02-14,수동물메디컬센터,37.28883757,126.8606913
3111,13591,"경기도 성남시 분당구 황새울로342번길 15, 은성빌딩 3층 301호 (서현동)",2018-03-05,폐업,2022-12-27,반려동물암센터,37.38642102,127.1210478
3112,,"경기도 안산시 단원구 원포공원1로 30 (초지동,서해프라자 110호)",2003-07-22,폐업,2007-05-14,혜인이네동물병원,37.30112735,126.810439
3113,,,2003-08-13,폐업,2003-12-31,1%애견동물병원,,
3114,,,2003-10-15,폐업,2004-01-09,늘푸른동물병원,,
3115,,,2003-11-01,폐업,2005-08-22,가나동물병원,,
3116,,경기도 안산시 상록구 상록수로 28 (본오동),2008-04-11,폐업,2013-07-23,윤동물병원,37.30213088,126.8600873
3117,15360,경기도 안산시 단원구 중앙대로 899 (고잔동),2008-11-18,폐업,2013-01-15,가나24시동물병원,37.31745485,126.8335344
3118,,"경기도 안산시 단원구 광덕대로 175 (고잔동,홈플러스 3층)",2011-02-03,폐업,,쿨펫동물병원 안산고잔점,37.31191671,126.8260521
3119,,"경기도 안산시 단원구 광덕대로 145, 102호 (고잔동,강희그랜드빌 1층)",2011-02-10,폐업,2011-10-13,쥬시동물병원,37.30952407,126.8260963
3120,15402,경기도 안산시 단원구 중앙대로 397 (신길동),2012-05-04,폐업,2013-02-28,이리온 for 몰리스,37.33125129,126.7820893
3121,13522,"경기도 성남시 분당구 판교로 443, 중앙퍼지마트 101호 (야탑동)",2010-03-20,폐업,,튼튼동물병원,37.40575751,127.1202182
3122,,"경기도 성남시 중원구 도촌남로 33, 206호 (도촌동,세일프라자)",2010-04-22,폐업,2012-06-21,㈜비전 에프엘씨,37.41456416,127.1482497
3123,,"경기도 성남시 분당구 불곡로 4, 104호 (정자동,리더스프라자)",2010-09-08,폐업,2010-11-02,행복이 있는 동물병원 정자점,37.35940728,127.1200542
3124,15540,"경기도 안산시 상록구 반석로 20, 롯데마트 3층 (본오동)",2018-07-03,폐업,2019-12-21,웰니스동물병원,37.29520735,126.8580064
3125,15359,"경기도 안산시 단원구 고잔2길 16, 101호 (고잔동)",2004-09-09,폐업,2014-12-30,24시도그앤캣동물의료센터,37.31763817,126.8299836
3126,,,2004-10-19,폐업,2009-07-20,아빠곰동물병원,,
3127,,,2009-03-14,폐업,2009-06-23,애견마을 동물병원,,
3128,15374,경기도 안산시 단원구 원선로 57 (원곡동),2009-07-22,폐업,2015-02-04,단원종합동물병원,37.32981912,126.7957446
3129,,"경기도 안산시 단원구 선부로 199 (선부동,동진프라자 1층)",2010-01-08,폐업,2013-04-01,애견마을동물병원,37.34182035,126.8142138
3130,,"경기도 안산시 단원구 광덕대로 145 (고잔동,강희그랜드빌 102호)",2010-06-04,폐업,2011-01-31,Juicy동물병원,37.30952407,126.8260963
3131,15471,경기도 안산시 단원구 광덕대로 175 (고잔동),2012-05-29,폐업,2018-12-21,쿨펫동물병원 안산홈플러스 고잔점,37.31191671,126.8260521
3132,15540,경기도 안산시 상록구 반석로 8 (본오동),2012-11-27,폐업,2017-06-14,쿨펫 동물병원(상록점),37.29520735,126.8580064
3133,15360,"경기도 안산시 단원구 중앙대로 899, 1.2층 (고잔동)",2013-01-15,폐업,2023-03-15,(주)가나이십사시동물병원,37.31745485,126.8335344
3134,,"경기도 성남시 분당구 운중로 118, 106호 (운중동,스타타워)",2010-10-04,폐업,,프라임 동물병원,37.39137676,127.0731674
3135,,,2010-11-05,폐업,2011-02-24,행복이 있는 동물병원(정자점),,
3136,,,2005-01-24,폐업,2005-03-25,프란다스의 개,,
3137,,,2005-02-23,폐업,2007-02-05,초원동물병원,,
3138,,"경기도 성남시 분당구 황새울로319번길 8-6 (서현동,수의과학회관 7층)",2011-10-26,폐업,2018-03-23,아이덱스래버러토리스 동물병원,37.38570141,127.1182126
3139,,,2002-03-04,폐업,2007-08-03,상아동물병원,,
3140,,,1996-08-17,폐업,2008-04-16,야탑 동물병원,,
3141,,경기도 성남시 중원구 시민로118번길 48 (중앙동),1996-10-01,폐업,2004-01-05,캐비어 동물병원,37.44084319,127.1468839
3142,,경기도 성남시 중원구 광명로 341 (금광동),1997-03-07,폐업,2004-08-05,연세종합동물병원,37.44604828,127.16078
3143,,,2005-03-16,폐업,2005-04-06,쿨펫동물병원,,
3144,,,2005-03-31,폐업,2005-04-15,프란다즈의 개,,
3145,13373,"경기도 성남시 중원구 둔촌대로 107-0, 2층 (성남동, 금호빌딩)",2012-01-26,폐업,2013-03-01,가온동물병원,37.42960622,127.127971
3146,13288,경기도 성남시 수정구 탄리로 114-1 (태평동),2012-03-09,폐업,2013-07-31,정 동물병원,37.44957243,127.1321957
3147,13477,경기도 성남시 분당구 운중로243번길 3-6 (판교동),2012-03-19,폐업,2015-10-30,보보스 동물병원,37.39013211,127.0869275
3148,13466,"경기도 성남시 분당구 운중로 124, 204호 (운중동, 마크시티 블루)",2012-06-11,폐업,2023-02-20,프라임동물병원,37.39134445,127.0740266
3149,,,2001-02-24,폐업,2003-04-04,애견마을 동물병원,,
3150,,,2005-04-12,폐업,2007-01-24,쿨펫동물병원,,
3151,,"경기도 안산시 단원구 광덕동로 91 (고잔동,시티프라자 1 층 113호)",2002-03-14,폐업,2005-05-25,고잔모아동물병원,37.3126474,126.8296896
3152,,,2002-06-03,폐업,2007-04-30,정동물병원,,
3153,,,2002-07-26,폐업,2003-10-30,가나동물병원,,
3154,,,2002-12-14,폐업,2009-01-12,우리동물병원,37.34009068,126.8099615
3155,,"경기도 안산시 단원구 광덕1로 64 (초지동,현대프라자 3층)",2002-10-28,폐업,2004-02-07,고잔종합동물병원,37.30813805,126.8137696
3156,15445,"경기도 안산시 단원구 광덕1로 63, 1층 109호 (초지동, 메디프라자)",1991-04-18,폐업,2023-04-03,한국동물병원,37.30877381,126.8138231
3157,,"경기도 안산시 단원구 광덕1로 64, 102,103호 (초지동,현대프라자1층)",2004-01-20,폐업,2004-04-21,고잔동물병원,37.30813805,126.8137696
3158,,,2004-04-26,폐업,2009-11-19,고잔동물병원,,
3159,,,1998-05-13,폐업,2007-07-18,블루힐 동물병원,,
3160,,"경기도 성남시 분당구 불정로 119, 103호 (정자동,정든마을 한신상가 )",1998-12-26,폐업,2008-04-02,정든 동물병원,37.36026357,127.1149552
3161,,,1998-12-31,폐업,2005-12-21,로데오동물병원,,
3162,,,1999-01-27,폐업,2005-06-13,수정동물병원,,
3163,,"경기도 성남시 분당구 미금로 48, 102호 (구미동,오성플라자)",1999-02-13,폐업,2003-12-02,구미동물병원,37.33783326,127.1136534
3164,,"경기도 성남시 분당구 돌마로 68, 103호 (구미동,분당프라자)",1999-03-25,폐업,2011-10-28,미금동물병원,37.34964053,127.1066417
3165,13590,경기도 성남시 분당구 황새울로319번길 8-6 (서현동),2000-02-10,폐업,2023-07-26,해마루동물병원,37.38570141,127.1182126
3166,,"경기도 성남시 분당구 불정로386번길 10, 601동 1026호 (서현동,효자촌주상복합상가)",2000-05-12,폐업,2012-08-16,새천년,37.37319403,127.1350975
3167,,"경기도 성남시 분당구 중앙공원로40번길 8, 156동 1호 (서현동,현대상가)",2000-05-12,폐업,2009-07-10,중부동물병원,37.37971184,127.1273234
3168,,경기도 성남시 중원구 산성대로 322-2 (중앙동),2000-06-22,폐업,2003-04-07,희망동물병원,37.44214737,127.1490715
3169,,경기도 성남시 중원구 성남대로 1139 (성남동),2001-03-03,폐업,2004-05-06,그린동물병원,37.43140067,127.1258448
3170,,경기도 성남시 분당구 성남대로 30 (구미동),2001-03-03,폐업,2012-03-22,현대동물병원,37.338387,127.1065362
3171,,경기도 성남시 수정구 시민로 146 (신흥동),2001-03-03,폐업,2004-12-07,고려동물병원,37.44122633,127.1411363
3172,,"경기도 안산시 단원구 광덕대로 145 (고잔동,강희오피스텔 106호)",2008-01-10,폐업,2015-10-21,준동물병원,37.30952407,126.8260963
3173,,경기도 안산시 단원구 선부로 199 (선부동),2008-02-21,폐업,2009-02-18,애견마을동물병원,37.34182035,126.8142138
3174,,,2001-07-27,폐업,2006-02-08,한솔동물병원,,
3175,,,2001-12-01,폐업,2004-01-05,서현동물병원,,
3176,,경기도 성남시 분당구 성남대로925번길 19 (야탑동),2002-04-13,폐업,2016-03-02,탑동물병원,37.41206558,127.1234665
3177,,경기도 성남시 중원구 희망로 442 (금광동),2002-07-12,폐업,2004-11-23,서울동물병원,37.44441538,127.1549041
3178,,경기도 성남시 중원구 산성대로 346 (중앙동),2002-07-24,폐업,2003-06-09,패미폐츠동물병원,37.44360329,127.1520934
3179,,경기도 성남시 분당구 내정로129번길 2 (정자동),2002-09-11,폐업,2009-07-24,우리동물병원,37.37160102,127.1131241
3180,,경기도 성남시 분당구 황새울로335번길 11 (서현동),2002-11-22,폐업,2008-10-14,아프리카동물병원,37.38655577,127.1183166
3181,,경기도 성남시 분당구 서현로439번길 13 (분당동),2002-12-07,폐업,2003-04-15,패미폐츠동물병원,37.37494692,127.1428425
3182,,경기도 성남시 수정구 수정로 110 (수진동),2003-01-16,폐업,2013-12-30,서울동물병원,37.44093322,127.1297422
3183,,경기도 성남시 중원구 사기막골로62번길 61 (상대원동),2003-01-17,폐업,2007-04-25,(주)인트론바이오테크놀로지,37.43464835,127.1755283
3184,,경기도 성남시 분당구 판교로 445 (야탑동),2003-01-29,폐업,2007-09-05,훼미리,37.4057605,127.1204427
3185,,경기도 성남시 분당구 백현로101번길 16 (수내동),2003-02-13,폐업,2015-09-14,도그랜드,37.37713151,127.1099959
3186,,경기도 성남시 중원구 금상로 74 (상대원동),2003-03-08,폐업,2018-04-05,한사랑동물병원,37.44131501,127.1609307
3187,,경기도 성남시 중원구 산성대로 322-2 (중앙동),2003-04-09,폐업,2007-08-01,희망동물병원,37.44214737,127.1490715
3188,,"경기도 성남시 분당구 성남대로916번길 20, 110호 (야탑동)",2003-05-06,폐업,2008-04-16,우리들 동물병원,37.41015326,127.1268794
3189,,,2003-05-13,폐업,2004-12-22,아마존동물병원,,
3190,,,2004-05-17,폐업,2008-04-01,윤동물병원,,
3191,,경기도 성남시 분당구 불정로 266 (수내동),2004-01-29,폐업,2010-11-11,펫플러스 동물병원,37.36709818,127.124783
3192,13607,"경기도 성남시 분당구 내정로 58, 스포라이프 스포츠센타 107호 (정자동)",2008-06-30,폐업,2019-01-10,분당아마존동물병원,37.36538627,127.1123063
3193,,경기도 성남시 수정구 탄리로 88-2 (태평동),2008-12-03,폐업,2011-01-11,태평 동물병원,37.44378223,127.1326794
3194,13207,"경기도 성남시 중원구 사기막골로 124, 비즈동 912호 (상대원동, SK테크노파크)",2009-03-09,폐업,2023-07-25,엘앰시 동물병원,37.44003047,127.1748266
3195,13558,"경기도 성남시 분당구 성남대로 349, 103호 (정자동)",2015-04-15,폐업,2019-03-05,비포유 동물병원,37.36729589,127.1047932
3196,13473,"경기도 성남시 분당구 서판교로 160, 101호 (판교동)",2015-07-31,폐업,2017-03-31,동물병원 돌봄,37.40026305,127.0919104
3197,13466,"경기도 성남시 분당구 운중로 132, 110호 (운중동, 큐브타워)",2015-08-12,폐업,2016-10-31,라온 동물병원,37.39129345,127.0748393
3198,,경기도 성남시 분당구 야탑로111번길 5-1 (야탑동),2009-03-12,폐업,2012-03-07,이동훈 동물병원,37.41001881,127.1280717
3199,,"경기도 성남시 분당구 중앙공원로40번길 8, 156동 (서현동,현대상가)",2009-07-15,폐업,2017-10-25,내사랑 동물병원,37.37971184,127.1273234
3200,13311,"경기도 성남시 수정구 성남대로 1238, 104호 (태평동, 삼능스페이스향)",2012-07-06,폐업,,태평역 동물병원,37.44034583,127.1252773
3201,13525,"경기도 성남시 분당구 동판교로177번길 25, 101,102,103호 (삼평동, 판교 호반 써밋 플레이스)",2013-02-13,폐업,2022-12-28,알로하 동물병원,37.39728271,127.1106431
3202,13461,"경기도 성남시 분당구 산운로160번길 20-6, 지층 (운중동)",2013-02-21,폐업,2015-06-15,비전FLC,37.39263915,127.0759177
3203,,경기도 성남시 중원구 희망로 442 (금광동),2004-11-26,폐업,2005-04-12,서울동물병원,37.44441538,127.1549041
3204,,,2004-11-29,폐업,2005-10-10,정자펫플러스 동물병원,,
3205,13536,"경기도 성남시 분당구 판교역로 72, 상가동 101호 (백현동, 백현마을8단지아파트)",2015-10-22,폐업,2020-01-31,판교두두 동물병원,37.38722184,127.1068911
3206,13385,"경기도 성남시 중원구 성남대로 1108, 101호 (하대원동, 와이엠프라젠)",2016-04-11,폐업,2016-08-16,닥터독 동물병원,37.42869051,127.1272549
3207,13562,"경기도 성남시 분당구 정자일로 100, 116호 (정자동, 미켈란쉐르빌)",2016-04-28,폐업,2018-08-16,라인 동물병원,37.35909137,127.1041062
3208,13466,"경기도 성남시 분당구 운중로 142, 2층 (운중동, 판교메디칼타워)",2016-05-24,폐업,2019-07-12,장재영외과동물병원,37.39122414,127.0759423
3209,,,1995-07-03,폐업,2008-05-28,비엔나 동물병원,,
3210,,경기도 성남시 중원구 시민로 117 (성남동),2006-05-08,폐업,2018-02-02,건국종합 동물병원,37.43873827,127.1420986
3211,,,2006-09-06,폐업,2007-08-20,펫플러스동물병원,,
3212,,"경기도 성남시 수정구 성남대로 1238, 104호 (태평동)",2007-01-24,폐업,2012-07-03,태평역동물병원,37.44034583,127.1252773
3213,,,2007-05-02,폐업,2007-08-03,펫플러스 동물병원,,
3214,,,2007-07-23,폐업,2012-02-20,함께 행복한 동물병원,,
3215,,"경기도 성남시 분당구 느티로 16, 117호 (정자동,젤존타워)",2007-08-03,폐업,2007-08-20,펫플러스 동물병원,37.3681714,127.1033948
3216,,"경기도 성남시 분당구 불정로 266, 201호 (수내동)",2010-11-16,폐업,2011-05-04,펫플러스 동물병원,37.36709818,127.124783
3217,13604,"경기도 성남시 분당구 불곡로 4, 104호 (정자동, 리더스플라자)",2011-02-25,폐업,2016-05-31,행복이 있는 동물병원 정자점,37.35940728,127.1200542
3218,13605,경기도 성남시 분당구 불정로 134 (정자동),2011-03-24,폐업,,Wellness Clinic 동물병원,37.35881359,127.1169005
3219,,경기도 성남시 수정구 수정로 139 (태평동),2011-04-07,폐업,2015-03-02,교보 동물병원,37.44226843,127.1326948
3220,,"경기도 성남시 중원구 희망로 312 (상대원동,1층)",1996-01-27,폐업,2009-03-10,이동훈동물병원,37.43406493,127.15659
3221,,경기도 성남시 수정구 수정로 131 (태평동),2007-08-16,폐업,2009-06-29,건국동물병원,37.44205204,127.1317525
3222,,경기도 성남시 수정구 탄리로 94 (태평동),2007-08-17,폐업,2008-07-07,태평동물병원,37.44424627,127.1324475
3223,,경기도 성남시 중원구 산성대로 322-2 (중앙동),2007-08-17,폐업,2008-04-02,우리들동물병원,37.44214737,127.1490715
3224,,경기도 성남시 중원구 산성대로 430 (금광동),2003-07-31,폐업,2005-05-20,캐비어동물병원 본원,37.44999073,127.1567139
3225,,,2003-08-20,폐업,2005-01-04,제일동물병원,37.42928307,127.1271142
3226,,경기도 성남시 수정구 수정로 127-1 (태평동),2003-10-09,폐업,2007-08-09,건국동물병원,37.4418982,127.1314113
3227,,,2003-12-16,폐업,2012-06-12,애니스동물병원,,
3228,,경기도 성남시 중원구 산성대로 346 (중앙동),2004-01-07,폐업,2005-02-01,페미팻동물병원,37.44360329,127.1520934
3229,13618,"경기도 성남시 분당구 미금로 251, 112,201,202,203호 (금곡동, 성원상가)",2013-03-18,폐업,,동물병원루니,37.35244072,127.1072437
3230,,경기도 성남시 중원구 시민로 117 (성남동),2004-12-09,폐업,2005-07-20,건국종합동물병원,37.43873827,127.1420986
3231,13352,경기도 성남시 수정구 시민로 146 (신흥동),2004-12-09,폐업,2022-12-01,고려애견종합병원,37.44122633,127.1411363
