번호,도로명우편번호,도로명전체주소,인허가일자,영업상태명,폐업일자,사업장명,좌표번호 x,좌표번호y
5862,21954,"인천광역시 연수구 한나루로 185, 청학만신당 1층 101,102호 (옥련동)",2003-11-27,영업/정상,,송도종합동물병원,37.4260754,126.6533648
5863,21994,"인천광역시 연수구 신송로 122, 송도프라자 117호 (송도동)",2009-06-03,영업/정상,,프라자 동물병원,37.39585963,126.649552
5864,21986,"인천광역시 연수구 송도문화로28번길 28, 상가 203동 207호 (송도동, 송도글로벌캠퍼스푸르지오)",2015-01-22,영업/정상,,송도건국동물병원,37.37669374,126.6509347
5865,21994,"인천광역시 연수구 컨벤시아대로 55, 상가동 107호 (송도동, 이안아파트)",2015-03-09,영업/정상,,24시 송도힐 동물메디컬센터,37.3966354,126.649082
5866,21929,인천광역시 연수구 용담로 145 (연수동),2016-02-25,영업/정상,,따뜻한 동물병원,37.41324402,126.6774494
5867,21926,"인천광역시 연수구 먼우금로 189 (청학동, 소망글로벌)",2016-05-11,영업/정상,,웰 동물병원,37.41462862,126.6729851
5868,55926,"전라북도 임실군 임실읍 운수로 6, 임실축산업협동조합",2013-07-17,영업/정상,,임실축협동물병원,35.61593184,127.2792914
5869,55952,전라북도 임실군 오수면 삼일로 4,2006-06-26,영업/정상,,승재동물병원 약품,35.53903857,127.324608
5870,55951,"전라북도 임실군 오수면 오수로 182, 오수동물병원",2007-02-23,영업/정상,,오수동물병원,35.54037719,127.3235125
5871,54100,"전라북도 군산시 수송로 208 (수송동, 형진빌딩)",2011-11-04,영업/정상,,수송반려동물병원,35.96373597,126.7153841
5872,54032,전라북도 군산시 구암3.1로 137 (경암동),2012-09-03,영업/정상,,쿨펫동물병원(이마트군산점),35.98273812,126.7318342
5873,54082,전라북도 군산시 문화로 121 (수송동),2016-05-25,영업/정상,,더사랑 동물병원,35.97026145,126.7162491
5874,56204,"전라북도 정읍시 시기4길 30, 녹십자동물병원 (시기동)",1998-09-04,영업/정상,,녹십자동물병원,35.55440623,126.8587664
5875,56161,전라북도 정읍시 충정로 319 (연지동),2001-01-16,영업/정상,,청수동물병원,35.57377333,126.8456312
5876,56161,"전라북도 정읍시 중앙로 83-1, 마이펫종합동물병원 (수성동)",2004-03-15,영업/정상,,My pet 동물병원,35.56944396,126.8466145
5877,56182,전라북도 정읍시 명덕1길 19 (연지동),2008-03-06,영업/정상,,서울동물병원,35.57789338,126.8454599
5878,,,2009-12-17,영업/정상,,쿨펫동물병원,,
5879,56155,전라북도 정읍시 벚꽃로 28 (농소동),2010-06-30,영업/정상,,유한회사 키움팜동물병원,35.58461546,126.839697
5880,,전라북도 정읍시 충정로 348 (연지동),2011-02-07,영업/정상,,동물의료센터 청십자,35.57637068,126.8445143
5881,56134,전라북도 정읍시 북면 정읍북로 710-1 (순정축산업협동조합TMF사료공장),2012-03-16,영업/정상,,순정축협 동물병원,35.61860435,126.893748
5882,56212,전라북도 정읍시 백학1길 30 (신정동),2012-08-07,영업/정상,,안정성평가연구소 전북흡입안전성연구본부 부속 동물병원,,
5883,56159,전라북도 정읍시 충정로 363 (연지동),2014-03-20,영업/정상,,우성동물병원,35.57714171,126.8435143
5884,56159,전라북도 정읍시 충정로 349 (연지동),2015-05-11,영업/정상,,수제동물병원,35.57620499,126.8440573
5885,56189,전라북도 정읍시 충정로 92-1 (상동),2015-12-02,영업/정상,,기린동물병원,35.56179643,126.8648387
5886,56155,"전라북도 정읍시 서부산업도로 437, (유)동성건설 (농소동)",2016-05-11,영업/정상,,다산동물병원,35.58470433,126.8498849
5887,56155,"전라북도 정읍시 벚꽃로 48, 동물병원 (농소동)",2017-08-25,영업/정상,,정주산업동물병원,35.58311847,126.8385345
5888,,,1976-11-11,영업/정상,,박동물병원,35.37600546,127.141238
5889,55925,전라북도 임실군 임실읍 운수로 7,1989-07-29,영업/정상,,원진동물병원,35.61619851,127.2797935
5890,55925,전라북도 임실군 임실읍 봉황로 190,1984-06-09,영업/정상,,이 가축병원,35.61668059,127.27942
5891,55925,전라북도 임실군 임실읍 운수로 7,2003-01-14,영업/정상,,원진동물병원,35.61619851,127.2797935
5892,54039,"전라북도 군산시 중앙로 61 (장재동, 연합가축병원)",1978-12-13,영업/정상,,연합동물병원,35.9795949,126.7168489
5893,54060,전라북도 군산시 대야면 대야시장로 9-1 (군옥동물병원),1990-12-03,영업/정상,,군옥동물병원,35.94497497,126.8133098
5894,54039,"전라북도 군산시 미원로 132-3 (장재동, 금강종합동물병원)",1994-03-04,영업/정상,,금강동물병원,35.97981849,126.7161805
5895,54142,전라북도 군산시 공단대로 429 (나운동),2001-03-07,영업/정상,,스마일동물병원,35.96232529,126.6917836
5896,54101,"전라북도 군산시 월명로 211, 군산수송동우체국 1층 (수송동)",2002-05-02,영업/정상,,가족동물병원,35.96291738,126.712302
5897,54083,전라북도 군산시 팔마로 154-1 (동흥남동),2003-01-11,영업/정상,,푸른동물병원,35.9735487,126.7154323
5898,54139,"전라북도 군산시 하나운로 75, 해맑은동물병원 (나운동)",2005-05-10,영업/정상,,해맑은 동물병원,35.96524546,126.6993603
5899,54085,전라북도 군산시 진포로 73 (미장동),2007-02-23,영업/정상,,군산24시 제일동물병원,35.96624409,126.7266336
5900,54061,전라북도 군산시 대야면 만자로 24,2008-07-24,영업/정상,,KP 양계연구소,35.94518481,126.8055682
5901,55634,전라북도 장수군 장수읍 교촌로 47-3,2007-07-04,영업/정상,,현대 동물병원,35.64715375,127.519911
5902,55633,전라북도 장수군 장수읍 중동길 8,2009-02-02,영업/정상,,무진장축협동물병원,35.6474195,127.5165155
5903,,,2009-04-16,영업/정상,,제일동물병원,,
5904,55612,전라북도 장수군 장계면 한들로 59,2011-10-04,영업/정상,,대동동물병원,,
5905,55633,전라북도 장수군 장수읍 군청길 16,2016-07-05,영업/정상,,문 동물병원,35.64649816,127.5163352
5906,55620,"전라북도 장수군 장계면 육십령로 764-5, 장수경주마목장",2018-01-09,영업/정상,,KRA 장수동물병원,35.72408712,127.6508015
5907,56128,전라북도 정읍시 칠보면 복호2길 19-1,1963-02-10,영업/정상,,칠보동물병원,35.59778366,127.0002154
5908,56128,전라북도 정읍시 칠보면 검단1길 65-24,1974-06-10,영업/정상,,최동물병원,35.61269656,126.9928881
5909,56165,"전라북도 정읍시 관통로 14, 누나분식 (장명동)",1975-06-01,영업/정상,,대한동물병원,35.56539173,126.8582483
5910,56115,전라북도 정읍시 태인면 정읍북로 1250-1,1989-04-07,영업/정상,,김용태동물병원,35.65148156,126.9358549
5911,56165,"전라북도 정읍시 충정로 199, 다나동물병원 (장명동)",1992-07-08,영업/정상,,다나동물병원,35.56744321,126.855962
5912,56049,전라북도 순창군 순창읍 경천1로 114,2002-01-15,영업/정상,,이완섭동물병원,35.36834548,127.1398961
5913,56039,전라북도 순창군 순창읍 순화로 22,2012-10-24,영업/정상,,원 동물병원,35.37604077,127.1342529
5914,,전라북도 무주군 무주읍 한풍루로 291,2006-05-10,영업/정상,,박동물병원,36.00328623,127.6551002
5915,55540,전라북도 무주군 안성면 안성로 298-6,2009-09-04,영업/정상,,제일동물병원,35.8676784,127.6523876
5916,55508,전라북도 무주군 무주읍 단천로2길 16,2003-02-15,영업/정상,,이무석동물병원,36.0059761,127.6524202
5917,55522,전라북도 무주군 무주읍 단천로 157,2010-07-22,영업/정상,,반딧불동물병원,36.00827106,127.6652993
5918,55540,전라북도 무주군 안성면 안성로 286-1,2003-02-15,영업/정상,,병구동물병원,35.86678434,127.6517642
5919,54338,전라북도 김제시 금구면 콩쥐팥쥐로 622,2009-07-23,영업/정상,,서해동물병원(출장전문),35.8153292,126.9657281
5920,,전라북도 김제시 용지면 콩쥐팥쥐로 868,2010-08-31,영업/정상,,한동물병원(출장진료동물병원),35.817181,126.9925171
5921,54398,"전라북도 김제시 검산택지2길 8-3, 1층 (검산동)",2011-02-21,영업/정상,,유명동물병원(출장전문),35.80423593,126.9013244
5922,54404,"전라북도 김제시 금성로 86, 1동 1층 (신풍동)",2011-03-24,영업/정상,,도원동물병원(출장전문),35.79914933,126.8966429
5923,54368,전라북도 김제시 콩쥐팥쥐로 35(검산동),2011-05-18,영업/정상,,전주김제완주축협 김제지점 부설 동물병원,35.80696824,126.9060215
5924,54347,전라북도 김제시 금산면 원평로 106-1,2015-05-06,영업/정상,,한우리동물병원(출장전문),35.71791568,126.9927488
5925,54353,전라북도 김제시 황산면 봉월10길 16,2015-05-22,영업/정상,,소망동물병원(출장전문),35.79670734,126.9461125
5926,54368,전라북도 김제시 콩쥐팥쥐로 53 (검산동),2017-10-10,영업/정상,,대영동물병원,35.80710201,126.9080999
5927,,전라북도 전주시 완산구 모악로 4704 (평화동2가),2004-05-11,영업/정상,,푸른하늘 동물병원,35.78925581,127.1285986
5928,,전라북도 전주시 덕진구 견훤로 247 (인후동1가),2004-10-02,영업/정상,,송 동물의료센터,35.83390862,127.1546098
5929,,,1971-08-30,영업/정상,,원평동물병원,,
5930,,전라북도 김제시 서낭당길 6 (요촌동),1989-04-11,영업/정상,,진동물병원,35.80101411,126.8820778
5931,54384,전라북도 김제시 중앙로 78 (요촌동),1995-05-19,영업/정상,,동진동물병원,35.80495326,126.881608
5932,54368,전라북도 김제시 콩쥐팥쥐로 125 (순동),1998-06-23,영업/정상,,동진강낙협동물병원,35.81057017,126.9146128
5933,54373,전라북도 김제시 남북로 289 (서암동),2001-12-31,영업/정상,,행복을찾는동물병원,35.80947511,126.8821424
5934,55123,"전라북도 전주시 완산구 모악로 4692, 매직카 (평화동2가)",2018-05-21,영업/정상,,하루동물병원,35.78824069,127.1281136
5935,54847,"전라북도 전주시 덕진구 쪽구름2길 8, 1층 (여의동2가)",2018-07-06,영업/정상,,사랑플러스 동물병원,35.87353018,127.0732108
5936,55084,전라북도 전주시 완산구 거마평로 86 (삼천동1가),2002-04-17,영업/정상,,프렌즈동물병원,35.80001607,127.1141854
5937,54840,"전라북도 전주시 덕진구 송천중앙로 17, 1층 (덕진동2가)",1997-06-24,영업/정상,,하나 동물병원,35.84882287,127.1156525
5938,,전라북도 전주시 완산구 충경로 11 (다가동3가),2001-04-26,영업/정상,,늘푸른 동물병원,35.81693098,127.1378437
5939,54903,"전라북도 전주시 덕진구 동부대로 841, 1층 (호성동1가)",2003-02-28,영업/정상,,바른 동물병원,35.86176825,127.1486538
5940,54929,전라북도 전주시 덕진구 기린대로 284 (진북동),2003-04-11,영업/정상,,전북동물병원,35.83082739,127.1383633
5941,,,2008-04-06,영업/정상,,성진동물병원,,
5942,54834,전라북도 전주시 덕진구 송천중앙로 177 (송천동1가),2012-07-18,영업/정상,,힐링동물병원,35.86280911,127.1184145
5943,55102,전라북도 전주시 완산구 장승배기로 321(서서학동),2004-10-07,영업/정상,,이엘 동물병원,35.80139487,127.1432966
5944,55017,전라북도 전주시 덕진구 건산로 290 (우아동2가),2005-03-09,영업/정상,,산책동물병원,35.83592426,127.1658649
5945,54950,전라북도 전주시 완산구 감나무3길 4 (서신동),2005-05-04,영업/정상,,마루 동물병원,35.83079763,127.119482
5946,,전라북도 전주시 덕진구 안덕원로 165 (인후동2가),2005-07-04,영업/정상,,모래내동물병원,35.83392356,127.1430265
5947,,전라북도 전주시 덕진구 견훤로 491 (우아동3가),2006-03-15,영업/정상,,바우동물병원,35.85446998,127.152186
5948,54871,전라북도 전주시 덕진구 기지로 72 (중동),2016-12-23,영업/정상,,혁신동물병원,35.8380937,127.0570786
5949,55061,전라북도 전주시 완산구 서원로 72 (효자동2가),2007-03-06,영업/정상,,웰동물병원,35.81336991,127.0994909
5950,,전라북도 전주시 덕진구 동부대로 582 (산정동),2007-08-06,영업/정상,,대영동물병원,35.84243153,127.1642414
5951,55054,"전라북도 전주시 완산구 거마평로 162, 101호 (효자동1가)",2007-10-16,영업/정상,,펫동물병원,35.80707439,127.113827
5952,54822,전라북도 전주시 덕진구 천마산로 65 (송천동2가),2017-03-13,영업/정상,,스마일동물병원,35.86495136,127.1253644
5953,54830,전라북도 전주시 덕진구 송천중앙로 213 (송천동1가),2017-03-22,영업/정상,,24시 올리몰스 동물메디컬센터,35.86602127,127.1182944
5954,54973,전라북도 전주시 완산구 중화산로 100 (중화산동2가),2017-11-08,영업/정상,,코끼리 동물병원,35.81932683,127.1154386
5955,55030,전라북도 전주시 덕진구 아중로 142 (인후동1가),2009-06-03,영업/정상,,아프리카 동물병원,35.82551067,127.162433
5956,54957,전라북도 전주시 완산구 세내로 509-1 (효자동3가),2012-11-02,영업/정상,,전주동물병원,35.83212886,127.0999496
5957,54943,전라북도 전주시 완산구 온고을로 102 (서신동),2013-03-18,영업/정상,,유앤아이동물병원,35.83416093,127.1088494
5958,55134,전라북도 전주시 완산구 모악로 4769 (평화동1가),2014-02-10,영업/정상,,24시 코끼리동물병원,35.7951328,127.1292382
5959,55054,전라북도 전주시 완산구 거마평로 170 (효자동1가),2014-05-01,영업/정상,,데이지동물병원,35.80773537,127.1135564
5960,54830,전라북도 전주시 덕진구 두간1길 5 (송천동1가),2014-05-26,영업/정상,,하트동물병원,35.86482313,127.1183738
5961,54981,전라북도 전주시 완산구 백제대로 332(중화산동2가),2015-04-30,영업/정상,,메이동물메디컬센터,35.82275776,127.1203689
5962,54847,전라북도 전주시 덕진구 쪽구름2길 16-2 (동산동),2016-01-29,영업/정상,,이지동물병원,35.87413133,127.0733073
5963,54941,"전라북도 전주시 완산구 백제대로 370, 2층 (서신동)",2016-05-27,영업/정상,,닥터펫동물병원,35.82628647,127.1202551
5964,54901,"전라북도 전주시 덕진구 소리로 68 (덕진동1가, 전주동물원)",2016-08-01,영업/정상,,동물치유쉼터,35.8558217,127.1417698
5965,54850,전라북도 전주시 덕진구 쪽구름로 71-2 (반월동),1992-03-18,영업/정상,,푸른 동물병원,35.87179394,127.0732556
5966,55099,전라북도 전주시 완산구 전주천서로 111 (서서학동),1992-07-08,영업/정상,,박영재 동물병원,35.81014558,127.1463375
5967,55049,"전라북도 전주시 완산구 서원로 294, 마리앤스튜디오 (중화산동2가)",1992-10-09,영업/정상,,나음동물메디컬센터,35.81160314,127.1235958
5968,,전라북도 전주시 완산구 백제대로 121 (효자동1가),1993-05-10,영업/정상,,효자 동물병원,35.80377269,127.1208323
5969,55081,전라북도 전주시 완산구 용머리로 86 (효자동1가),1996-07-16,영업/정상,,우리동물병원,35.80616655,127.1165363
5970,,전라북도 전주시 완산구 서신로 33 (서신동),1997-10-23,영업/정상,,서신동물병원,35.82837703,127.1126819
